Pdf url,Case Name,Jurisdiction of Settlement,Type of Settlement,Monetary Sanctions,Offenses-Alleged,Summary
https://star.worldbank.org/corruption-cases/printpdf/19980,General Electric Company,Iraq (UN Oil-for-Food),Civil,"Disgorgement of Profits, Prejudgment Interest, Civil Penalty","Falsification of books and records, Internal controls violations","According to the June 2011 US Report to the OECD, ""On July 27, 2010, the SEC filed a settled civil action against General Electric Company (""GE"") and two GE subsidiaries (Ionics, Inc. (currently known as GE Ionics, Inc.) and Amersham plc (currently known as GE Healthcare Ltd.) in the U.S. District Court for the District of Columbia. The SEC's complaint charged the companies with books and records and internal controls violations in connection with bribes paid to former Iraqi government officials under the United Nations Oil for Food Program (OFFP) by two GE subsidiaries and two other subsidiaries of public companies that 2000 to 2003, two GE subsidiaries, Marquette-Hellige (""Marquette"") and OEC-Medical Systems (Europa) AG (""OEC-Medical""), made approximately $2.04 million in kickback payments in the form of computer equipment, medical supplies, and services to the Iraqi AS made approximately $1.55 million in cash kickback payments under the OFFP prior to GE's acquisition of their parent companies."" (Source: US Report to the Organisation for Economic Co-operation and Development, ""Steps taken to implement and enforce the OECD Convention on Combating Bribery of Foreign Public Officials in International Business Transactions,"" Information as of May 31, 2011, General Electric Company Case Summary at 47-48.)"
https://star.worldbank.org/corruption-cases/printpdf/19968,HealthSouth Corporation / Thomas Carman,Saudi Arabia,Criminal,Criminal Fine,False Statements to the FBI \(18 USC Section 1001\,"According to the US Department of Justice Press Release, ""Vincent Nico, former Vice President of HealthSouth Corporation, has been charged with wire fraud related to contracts with a hospital in Saudi Arabia. Nico, 47, of Palm Harbor, Florida, has agreed to plead guilty to https://star.worldbank.org/corruption-caseshttps://star.worldbank.org/corruption-cases/articleglossary/#Art.16the wire fraud charge contained in a criminal information that was filed at U.S. District Court in Birmingham, Alabama. In addition, former HealthSouth Executive Vice President Thomas Carman, 52, of Birmingham, has agreed to plead guilty to a separate criminal information organized under the laws of the State of Delaware with its headquarters in Birmingham, provide staffing and management services for a 450-bed hospital in Saudi Arabia. Under HealthSouth's contract with a Saudi foundation which built and owned the hospital, HealthSouth was to receive $10 million annually over a five-year term. According to the criminal informations, the Saudi foundation's director general solicited a $1 million payment from HealthSouth, ostensibly as a ""finders fee."" Against the advice of counsel, HealthSouth allegedly agreed to pay the Saudi foundation's director general the sum of $500,000 per year for a five-year period in return for his agreement to execute the contract on behalf of the Saudi foundation. In order to conceal the true nature of the scheme, HealthSouth officers, including Nico and Carman, allegedly arranged for the foundation's director general to execute a bogus consulting contract with a HealthSouth-affiliated entity in Australia. Until the scheme was detected in 2003, HealthSouth paid the amounts due under this phony consulting contract by wiring them to Australia, where they were subsequently wired to the foundation's director general in Saudi Arabia, according to the charges. The HealthSouth officers allegedly undertook this conduct despite the fact that they had been specifically advised beforehand by an attorney retained by HealthSouth that such conduct would amount to a violation of federal criminal law. The criminal information against Nico charges that he violated his duty of honest services to HealthSouth by accepting a kickback from the foundation's director general whereby Nico received $125,000 per year from the $500,000 paid to the foundation's director general. Under this agreement, Nico received a total of $375,000 in undisclosed payments. In addition, Nico received $631,502 from HealthSouth as payment of a bonus he demanded based his claim that he had performed exemplary service for the company in securing and maintaining the contract with the Saudi foundation, and that he had not received any compensation for that service. Nico has agreed to forfeit $1,005,602, the total amount he received from the foundation's director general and as payment of the bonus from HealthSouth. The criminal information against Carman charges that he made a false statement to the FBI when he claimed during an interview that the consulting contract with the foundation's director general was intended to be a legitimate arrangement under which real services were to be provided."" (Source: US Department of Justice Press Release, ""Former HealthSouth Officers Charged in Fraud Conspiracy involving Saudi Hospitals,"" March 2, 2004.)"
https://star.worldbank.org/corruption-cases/printpdf/19929,Flowserve Corporation / Flowserve Pompes SAS,Iraq (UN Oil-for-Food),Criminal,Criminal Fine,"Conspiracy to falsify books and records, Conspiracy to commit wire fraud","According to the June 2011 US Report to the OECD, ""On February 21, 2008, the Department https://star.worldbank.org/corruption-caseshttps://star.worldbank.org/corruption-cases/articleglossary/#Art.16https://star.worldbank.org/corruption-cases/articleglossary/#Art.23https://star.worldbank.org/corruption-cases/articleglossary/#Art.26of Justice and the SEC simultaneously filed a criminal information and a civil complaint against Flowserve Pompes SAS (Flowserve Pompes), and its parent company, Flowserve Corporation (Flowserve), in the U.S. District Court for the District of Columbia. The information charges that Flowserve Pompes engaged in a conspiracy to commit wire fraud and to violate the books and records provisions of the FCPA in connection with a scheme to pay kickbacks to the Iraqi government under the United Nations Oil for Food Program (OFFP). The SEC's civil complaint charges Flowserve with violating the books and records and internal controls provisions of the FCPA in connection with the same underlying conduct. According to documents filed in the criminal and civil cases, the French and Dutch subsidiaries of connection with the sale of industrial equipment to the Iraqi government. Flowserve Pompes, Flowserve's French subsidiary, concealed illegal payments to the Iraqi government totaling $604,651 through a Jordanian entity that was its exclusive agent for Iraqi contracts. These payments were made to assist Flowserve Pompes in obtaining fifteen contracts for the sale of large-scale water pumps and spare parts for use in Iraqi oil refineries. Flowserve Pompes also agreed to, but did not ultimately make, an additional $173,758 in improper payments pursuant to four additional contracts, as delivery under these four contracts had not been completed by the time of the U.S. invasion of Iraq in March 2003. Senior officials at Flowserve Pompes, including its President, allegedly developed different false cover stories to conceal these kickback payments in the company's internal accounting records. According to the SEC's complaint, Flowserve's Dutch Subsidiary, Flowserve B.V., also entered into one contract involving an improper kickback under the OFFP. Specifically, Flowserve B.V. paid $41,836 in kickbacks to Iraqi officials in order to obtain a contract to supply water pump spare parts to the Iraqi government-owned South Gas Company."" (Source: US Report to the Organisation for Economic Co-operation and Development, ""Steps taken to implement and enforce the OECD Convention on Combating Bribery of Foreign Public Officials in International Business Transactions,"" Information as of May 31, 2011, Flowserve Corporation Case Summary at 83-84.)"
https://star.worldbank.org/corruption-cases/printpdf/19928,Flowserve Corporation,Iraq (UN Oil-for-Food),Civil,"Disgorgement of Profits, Prejudgment Interest, Civil Penalty","Internal controls violations, Falsification of books and records","According to the US Securities and Exchange Commission Litigation Release, the ""Commission today filed Foreign Corrupt Practices Act books and records and internal controls charges against Flowserve Corporation (""Flowserve"") in the U.S. District Court for the District of Columbia. Flowserve is a Texas-based manufacturer of pumps, valves, seals, and related automation and services to the power, oil, gas, and chemical industries. The Commission's complaint alleges that from 2001 through 2003, two of Flowserve's subsidiaries entered into a total of twenty contracts in which $646,488 in kickback payments were made and another $173,758 were authorized in connection with sales of industrial equipment to Iraqi government entities under the U.N. Oil for Food Program (the ""Program""). The kickbacks were characterized as ""after-sales service fees"" (""ASSFs""), but no bona fide services were performed. The Program was intended to provide humanitarian relief for the Iraqi population, which faced severe hardship under international trade sanctions. The Program allowed the Iraqi government to purchase humanitarian goods through a U.N. escrow account. The kickbacks paid by Flowserve's subsidiaries diverted funds out of the escrow account and into an Iraqi slush fund. The contracts submitted to the U.N. did not disclose that the illicit denying the allegations in the Commission's complaint, consented to the entry of a final judgment permanently enjoining it from future violations of Sections 13(b)(2)(A) and 13(b)(2)(B) of the Securities Exchange Act of 1934, ordering it to disgorge $2,720,861, in profits, plus $853,364 in pre-judgment interest, and to pay a civil penalty of $3,000,000. Flowserve will also pay a $4,000,000 fine pursuant to a deferred prosecution agreement with the U.S. Department of Justice, Fraud Section. Flowserve B.V. will enter into a criminal disposition with the Dutch Public Prosecutor pursuant to which it will pay a fine."" (Source: US Securities and Exchange Commission Litigation Release No. 20461 / February 21, 2008, Securities and Exchange Commission v. Flowserve Corporation, Civil Action No. 08 CV 00294 (D.D.C.) (EGS), ""SEC Files Settled Books and Records and Internal Controls Charges Against Flowserve Corporation For Improper Payments to Iraq Under the U.N. Oil for Food Program ? Company Agrees to Pay Over $6.5 Million in Civil Penalties, Disgorgement of Profits, and Prejudgment Interest."")"
https://star.worldbank.org/corruption-cases/printpdf/19926,"Fiat S.p.A. / Iveco S.p.A., CNH Italia S.p.A. and CNH France S.A.",Iraq (UN Oil-for-Food),Criminal,Criminal Fine,"Internal controls violations, Falsification of books and records","https://star.worldbank.org/corruption-caseshttps://star.worldbank.org/corruption-cases/articleglossary/#Art.16https://star.worldbank.org/corruption-cases/articleglossary/#Art.23https://star.worldbank.org/corruption-cases/articleglossary/#Art.26According to the June 2011 US Report to the OECD, ""On December 22, 2008, three subsidiaries of Fiat S.p.A. (Fiat), an Italian corporation based in Turin, Italy, were charged in the U.S. District Court for the District of Columbia in connection with a scheme to pay bribes to Iraqi government officials in order to win contracts under the U.N. Oil-for-Food Program (OFFP). Two Fiat subsidiaries, Iveco S.p.A. (Iveco) and CNH Italia S.p.A. (CNH Italia), were each charged with one count of conspiracy to commit wire fraud and to violate the books and records provisions of the FCPA. A third subsidiary, CNH France S.A. (CNH France), was charged with one count of conspiracy to commit wire fraud. The SEC simultaneously filed a civil complaint against Fiat and CNH Global N.V., alleging that Fiat and its subsidiaries violated the books and records and internal controls provisions of the FCPA in relation to the same conduct. These charges stemmed from a series of improper payments made by Fiat to Iraqi government officials in order to obtain contracts with Iraqi ministries to provide industrial pumps, gears, and other equipment. According to court documents, between 2000 and 2002, Iveco, CNH Italia, and CNH France paid a total of approximately $4.4 million in kickbacks (referred to as ""after sales service fees"" (ASSFs)) to the Iraqi government by inflating the price of contracts by 10 percent before submitting the contracts to the U.N. for approval, and concealed from the U.N. the fact that the price contained a kickback to the Iraqi government. Iveco and CNH Italia also inaccurately recorded the kickback payments as commissions and service fees for its agents in its books and records."" (Source: US Report to the Organisation for Economic Co-operation and Development, ""Steps taken to implement and enforce the OECD Convention on Combating Bribery of Foreign Public Officials in International Business Transactions,"" Information as of May 31, 2011, Fiat S.p.A. Case Summary at 73-74.) Fiat settled the charges against its subsidiaries by entering a Deferred Prosecution Agreement with the Department of Justice that required the company to pay $7 million criminal penalty. (Source: Ibid.) According to the Statements of Facts accompanying the Deferred Prosecution Agreement: ""Company X,"" a Lebanese company, acted as both an agent and distributor for Iveco in connection with sales to the Iraqi government under the OFFP; and ""Company Y,"" a United Arab Emirates company, acted as a conduit for payments to the Iraqi government under the OFFP. (Source: In Re Fiat S.p.A., et al, Deferred Prosecution Agreement (December 20, 2008), paras 15 and 16.)"
https://star.worldbank.org/corruption-cases/printpdf/19924,"Faro Technologies, Inc. / Oscar H. Meza",China,Civil,"Disgorgement of Profits, Prejudgment Interest, Civil Penalty","violations, Aiding and abetting Faro's falsification of books and records","According to the US Securities and Exchange Commission Litigation Release, ""On August 28, 2009, the Securities and Exchange Commission filed a settled enforcement action in the United States District Court for the District of Columbia against Oscar H. Meza, formerly the Director of Asia-Pacific Sales for Faro Technologies, Inc. (""Faro""), a software development and manufacturing company. The Commission's complaint alleges that Meza authorized bribery payments to employees of Chinese state-owned companies in order to obtain contracts, and that in order to conceal the bribes Meza instructed that account entries be altered. The Commission charged Meza with violations of the anti-bribery, books and records and internal control provisions of the Foreign Corrupt Practices Act (""FCPA""), and with aiding and abetting Faro's violations of the anti-bribery, books and records and internal control provisions of the FCPA. The Commission's complaint alleges that beginning in 2004, Meza authorized a former employee of Faro's subsidiary, Faro Shanghai Co., Ltd. (""Faro-China""), to make the improper payments. The complaint alleges that Meza's actions resulted in Faro-China's payment of $444,492 in bribes during the period 2004 through 2006, generating approximately $4.5 million in sales and approximately $1.4 million in net profit. Without admitting or denying the allegations in the complaint, Meza has consented to the entry of a final judgment permanently enjoining him from violating Sections 30A and 13(b)(5) of the Securities Exchange Act of 1934 (""Exchange Act"") and Exchange Act Rule 13b2-1, and from aiding and abetting violations of Sections 30A, 13(b)(2)(A) and 13(b)(2)(B) of the Exchange Act. The final judgment also orders that Meza pay a $30,000 civil penalty, as well as $26,707 in disgorgement and prejudgment interest."" (Source: US Securities and Exchange Commission Litigation Release No. 21190 / August 28, 2009, SECURITIES AND EXCHANGE COMMISSION v. OSCAR H. MEZA, Civil Action No. 1:09-CV-01648 (D.D.C.) (Filed August 28, 2009), ""SEC SUES FORMER SALES EXECUTIVE FOR FOREIGN BRIBERY."") Please note that the Litigation Release did not provide a breakdown of the figure for disgorgement and prejudgment interest; the amount was therefore recorded under disgorgement."
https://star.worldbank.org/corruption-cases/printpdf/19923,"Faro Technologies, Inc.",China,Civil,"Disgorgement of Profits, Prejudgment Interest","Bribery of foreign officials, Internal controls violations, Falsification of books and records","According to DOJ Report to Congress, ""Appendix C: Summaries of Foreign Corrupt Practices Act Enforcement Actions by the United States, January 1, 1998 - September 30, 2010,"" Faro Technologies, at 35-37: Time period of misconduct in China was 2003-2006. Faro Technologies is a Florida-based company that develops and markets portable computerized measurement devices and software. SEC complaint stated that Oscar H. Meza, the company's Vice-President for Asia-Pacific Sales and Director of Asia-Pacific Sales for Faro. According to the Statement of Facts, Faro began direct sales of its products in China through its subsidiary, Faro China, based in Shanghai. On several occasions, Meza authorized other Faro employees to make corrupt payments directly to employees of state-owned or controlled entities in China to secure business for Faro. Meza authorized total of $444,492 in corrupt payments which allowed Faro to secure contracts worth approximately $4.5 - $4.9 million in sales an $1.4 million in net profits. Use of intermediary and shell company to funnel/disguise bribe payments. DOJ: Criminal fine of $1.1 million (Faro); Civil: Disgorgement of $1.85 million (Faro; encompassing $1,411,306 disgorgement and $439,637.32 prejudgment interest); Civil Penalty of $30K (Meza), and Disgorgement and Prejudgment interest of $26,707 (Meza). Related Criminal Enforcement Actions: In Re Faro Technologies Inc. (June 5, 2008); Civil Administrative / Enforcement Actions: SEC v. Oscar H. Meza (D.D.C., August 28, 2009), In the Matter of Faro Technologies, Inc. (June 5, 2008)."
https://star.worldbank.org/corruption-cases/printpdf/19921,Electronic Data Systems Corporation / Chandramowli Srinivasan,India,Civil,Civil Penalty,"Bribery of foreign officials, False accounting violations","According to the US Department of Justice Report to Congress, Appendix C ""Summaries of Foreign Corrupt Practices Act Enforcement Actions by the United States, January 1, 1998 - September 30, 2010,"" Electronic Data Systems Corporation, at 81-82: Misconduct in India, 2001-2003; EDS's former Indian subsidiary, A.T. Kearney Ltd. - India (ATKI) alleged to have made at least $720,000 in illicit payments to high-level employees of two Indian state-owned enterprises threatened in order to retain business with those enterprises; ATKI made the payments at the direction of Srninivasan, ATKI's president, after the officials of the state-owned enterprises threatened to cancel the contracts with ATKI. These bribes allowed EDS to recognize over $7.5 million in revenue from the Indian companies' contracts after ATKI began paying the bribes. Settlement amounts: $70,000 civil penalty (Srinivasan), $358,800 disgorgement and $132,102 prejudgment interest (EDS / ATKI-related penalties). Resulting civil enforcement/administrative actions: In the Matter of Electronic Data Systems Corporation (September 25, 2007); SEC v. Chandramowli Srinivasan (D.D.C., September 25, 2007)."
https://star.worldbank.org/corruption-cases/printpdf/19919,"El Paso Corporation / Oscar J. Wyatt, Jr.",Iraq (UN Oil-for-Food),Criminal,Criminal Restitution,"Conspiracy to commit wire fraud, Wire Fraud and others","According to the Court Docket Report in US v. Wyatt, on October 1, 2007, Mr. Wyatt, charged with numerous misconduct related to the UN Oil-for-Food Programme a co-defendant in the case, changed his plea during mid-trial to a plea of guilty to one count conspiracy to commit wire fraud; on November 28, 2007, he was ordered to pay $11,023,245.91 in restitution (Source: US v. Wyatt, Case No. 1:05-cr-00059-DC (S.D.N.Y.), Court Docket Report retrieved January 5, 2012.) According to the US Government's Sentencing Memorandum, ""In light of Wyatt's conduct, the parties have agreed in the Plea Agreement that Wyatt should forfeit that Wyatt paid for (approximately $3,400,000that Wyatt caused to be paid (220,000 Euros - approximately $200,000the surcharge payments made in connection with the Phase 9-12 Nafta and Mednafta oil allocations (approximately $7,423,246). In the Government?s view, an appropriate representative of the people of Iraq for these purposes is the Development Fund for Iraq (""DFI""), an entity that has, according to published reports, received more than 2 billion dollars on behalf of the Iraqi people, and which has used the funds at its disposal to, among other things, buy wheat for the Iraqi people, and to improve the country's now-damaged electrical infrastructure. In connection with this matter, the United States Attorney's Office will work to transfer any funds forfeited by Wyatt to the DFI."" The Government's Sentencing Memorandum also noted that Mr. Wyatt used Cypriot ""Front Companies"" in carrying out his misconduct. (US v. Wyatt, Case No. 1:05-cr-59-DC (S.D.N.Y.), Government Sentencing Memorandum filed November 26, 2007.)"
https://star.worldbank.org/corruption-cases/printpdf/19922,"Faro Technologies, Inc.",China,Criminal,Criminal Fine,"Bribery of foreign officials, Falsification of books and records","According to DOJ Report to Congress, ""Appendix C: Summaries of Foreign Corrupt Practices https://star.worldbank.org/corruption-caseshttps://star.worldbank.org/corruption-cases/articleglossary/#Art.16https://star.worldbank.org/corruption-cases/articleglossary/#Art.23https://star.worldbank.org/corruption-cases/articleglossary/#Art.26Act Enforcement Actions by the United States, January 1, 1998 - September 30, 2010,"" Faro Technologies, at 35-37: Time period of misconduct in China was 2003-2006. Faro Technologies is a Florida-based company that develops and markets portable computerized measurement devices and software. SEC complaint stated that Oscar H. Meza, the company's Vice-President for Asia-Pacific Sales and Director of Asia-Pacific Sales for Faro. According to the Statement of Facts, Faro began direct sales of its products in China through its subsidiary, Faro China, based in Shanghai. On several occasions, Meza authorized other Faro employees to make corrupt payments directly to employees of state-owned or controlled entities in China to secure business for Faro. Meza authorized total of $444,492 in corrupt payments which allowed Faro to secure contracts worth approximately $4.5 - $4.9 million in sales an $1.4 million in net profits. Use of intermediary and shell company to funnel/disguise bribe payments. DOJ: Criminal fine of $1.1 million (Faro); Civil: Disgorgement of $1.85 million (Faro); Civil Penalty of $30K (Meza), and Disgorgement and Prejudgment interest of $26,707 (Meza). Related Criminal Enforcement Actions: In Re Faro Technologies Inc. (June 5, 2008); Civil Administrative / Enforcement Actions: SEC v. Oscar H. Meza (D.D.C., August 28, 2009), In the Matter of Faro Technologies, Inc. (June 5, 2008)."
https://star.worldbank.org/corruption-cases/printpdf/19920,Electronic Data Systems Corporation (A.T. Kearney Ltd.- India),India,Civil,"Disgorgement of Profits, Prejudgment Interest","Falsification of books and records, Disclosure violations, Regulation violations","According to the US Department of Justice Report to Congress, Appendix C ""Summaries of Foreign Corrupt Practices Act Enforcement Actions by the United States, January 1, 1998 - September 30, 2010,"" Electronic Data Systems Corporation, at 81-82: Misconduct in India, 2001-2003; EDS's former Indian subsidiary, A.T. Kearney Ltd. - India (ATKI) alleged to have made at least $720,000 in illicit payments to high-level employees of two Indian state-owned enterprises threatened in order to retain business with those enterprises; ATKI made the payments at the direction of Srninivasan, ATKI's president, after the officials of the state-owned enterprises threatened to cancel the contracts with ATKI. These bribes allowed EDS to recognize over $7.5 million in revenue from the Indian companies' contracts after ATKI began paying the bribes. Settlement amounts: $70,000 civil penalty (Srinivasan), $358,800 disgorgement and $132,102 prejudgment interest (EDS / ATKI-related penalties). Resulting civil enforcement/administrative actions: In the Matter of Electronic Data Systems Corporation (September 25, 2007); SEC v. Chandramowli Srinivasan (D.D.C., September 25, 2007)."
https://star.worldbank.org/corruption-cases/printpdf/19917,El Paso Corporation,Iraq (UN Oil-for-Food),Civil,"Disgorgement of Profits, Civil Penalty","Faliure to Maintain Books and Records, Internal Controls Violations","According to the US Securities and Exchange Commission Litigation Release, the Commission filed a settled complaint on February 7, 2007, which alleged ""that from approximately June 2001 through June 2002, El Paso, and its predecessor in-interest The Coastal Corporation, indirectly made approximately $5.5 million in illegal surcharge payments to Iraq in connection with its purchases of crude oil from third parties under the U.N. Oil for Food Program. The Program was intended to provide humanitarian relief for the Iraqi population, which faced severe hardship under international trade sanctions. However, beginning in August 2000, officials of Iraqi State Oil Marketing Organization, began demanding illegal kickbacks. The kickbacks were made in the form of surcharges, and were admitting or denying the allegations in the Commission's complaint, consented to the entry of a final judgment permanently enjoining it from future violations of Sections 13(b)(2)(A) and 13(b)(2)(B) of the Securities Exchange Act of 1934, ordering it to disgorge $5,482,363 in profits, and to pay a civil penalty of $2,250,000. El Paso will satisfy its disgorgement obligation by forfeiting $5,482,363 pursuant to a non-prosecution agreement with the U.S. Attorney's Office for the Southern District of New York."" (Source: US Securities and Exchange Commission Litigation Release No. 19991 / February 7, 2007, Securities and Exchange Commission v. El Paso Corporation, Civil Action No. 07CV00899 (S.D.N.Y.), ""SEC Files Settled Books and Records and Internal Controls Charges Against El Paso Corporation For Improper Payments to Iraq Under the U.N. Oil for Food Program - - Company Agrees to Pay $7.7 Million."") Please note that the Disgorgement penalty has not been noted in this entry as it is already noted in the El Paso criminal case settlement."
https://star.worldbank.org/corruption-cases/printpdf/19918,El Paso Corporation,"Iraq (""UN Oil-for-Food"")",Criminal,Criminal Forfeiture,"Conspiracy to Defraud the United States, Wire Fraud","According to El Paso Corporation's Non-Prosecution Agreement with the United States Attorney for the Southern District of New York, following the merger between El Paso Corporation and The Costal Corporation, ""EL PASO purchased Iraqi oil from third-party intermediaries and/or allocation holders. Although EL PASO took steps designed to prevent the purchase of Iraqi oil from third parties on which illegal surcharges had been paid, such procedures proved inadequate. The United States Government has represented to EL PASO that records maintained by the former Government of Iraq and its agents demonstrate that, from June 2001 until May 2002, EL PASO purchased Iraqi oil for which third-party intermediaries and/or allocation holders paid approximately $5.48 million in illegal surcharges to the former Government of Iraq. These surcharge payments were not deposited into the Oil-for-Food Program's escrow account, which was established to purchase humanitarian goods be used as restitution to the Iraqi people as the intended beneficiaries of the proceeds of all Iraqi oil pursuant to the United Nations Oil-for-Food Program."" (Source: In Re: El Paso Corporation, Non-Prosecution Agreement with the United States Attorney for the Southern District of New York, Department of Justice, February 5, 2007.)"
https://star.worldbank.org/corruption-cases/printpdf/19909,Delta Pine & Land Company (Turk Deltapine),Turkey,Civil,Civil Penalty,Falsification of books and records \(Delta & Pine\,"According to the US Securities and Exchange Commission Litigation Release in the case, on July 25 and July 26, 2007, the Commission filed two settled enforcement proceedings charging Delta & Pine Land Company, engaged in the production and marketing of cottonseed, and its subsidiary, Turk Deltapine, inc., with FCPA violations. Delta Pine and Turk Deltapine consented to both actions without admitting or denying the allegations. In both the July 25 US District Court complaint and the July 26 SEC Administrative Order, the Commission had charged that from 2001 through 2006, Turk Deltapine made payments of approximately $43,000 to officials of the Turkish Ministry of Agricultural and Rural Affairs in order to obtain governmental reports and certifications that were necessary for Turk Deltapine to obtain, retain, and operate its businesses in Turkey. In the federal lawsuit, Delta & Pine and Turk Deltapine agreed to the entry of a final judgment requiring them to pay jointly and severally a $300,000 penalty. (Source: SEC Litigation Release No. 20214 (July 26, 2007), CORRECTED, SEC v. Delta & Pine Land Company and Turk Deltapine, inc., Case No. 1:07-cv-01352 (RWR) (D.D.C.), Complaint filed July 25, 2007)."
https://star.worldbank.org/corruption-cases/printpdf/19908,Bayoil (USA) Inc. / David Chalmers / Ludmil Dionissiev (UN Oil-for-Food),Iraq (UN Oil-for-Food),Criminal,Criminal Fine,"Multiple counts of conspiracy to commit wire fraud, violations of sanctions, smuggling of goods","According to a press release by the United States Attorney for the Southern District of New USA), INC. https://star.worldbank.org/corruption-caseshttps://star.worldbank.org/corruption-cases/articleglossary/#Art.16Nassau, Bahamas (collectively, the ""BAYOIL COMPANIES""). CHALMERS and the BAYOIL COMPANIES each pleaded guilty today before United States District Judge DENNY CHIN to participating in a scheme to pay illegal surcharges to the former Government of Iraq in connection with the purchase of crude oil in the United Nations Oil-for-Food Program between mid-2000 and 2003. Judge CHIN also accepted earlier today the guilty plea of LUDMIL DIONISSIEV to related smuggling charges. DIONISSIEV worked with CHALMERS and the BAYOIL COMPANIES during the course of this scheme to purchase Iraqi oil. CHALMERS and the BAYOIL COMPANIES each pleaded guilty to participating in a conspiracy to commit wire fraud related to the payment of secret illegal surcharge payments to the former Government of Iraq."" (Source: United States Attorney for the Southern District of New York, ""U.S. Announces Four Guilty Pleas in Oil-for-Food Case,"" August 17, 2007.) According to the Court Docket Report in US v. Chalmers, et al, Dionissiev paid the $5,000 fine on December 17, 2007. (Source: US v. Chalmers, et al Case No. 1:05-cr-00059-DC (S.D.N.Y.), Court Docket Report as of October 26, 2011.)"
https://star.worldbank.org/corruption-cases/printpdf/19906,Bayoil (USA) Inc. and Bayoil Supply & Trading Limited,Iraq (UN Oil-for-Food),Criminal,Criminal Restitution,"Multiple counts of conspiracy to commit wire fraud, violations of sanctions","According to a press release by the United States Attorney for the Southern District of New USA), INC. Nassau, Bahamas (collectively, the ""BAYOIL COMPANIES""). CHALMERS and the BAYOIL COMPANIES each pleaded guilty today before United States District Judge DENNY CHIN to participating in a scheme to pay illegal surcharges to the former Government of Iraq in connection with the purchase of crude oil in the United Nations Oil-for-Food Program between mid-2000 and 2003. Judge CHIN also accepted earlier today the guilty plea of LUDMIL DIONISSIEV to related smuggling charges. DIONISSIEV worked with CHALMERS and the BAYOIL COMPANIES during the course of this scheme to purchase Iraqi oil. CHALMERS and the BAYOIL COMPANIES each pleaded guilty to participating in a conspiracy to commit wire fraud related to the payment of secret illegal surcharge payments to the former Government of Iraq."" (Source: United States Attorney for the Southern District of New York, ""U.S. Announces Four Guilty Pleas in Oil-for-Food Case,"" August 17, 2007.) According to the Restitution Order, on March 18, 2008, Mr. Chalmers and the Bayoil companies were ordered joint and severally liable for payment of restitution in the amount of $9,016,151.40 and the defendants were ordered to pay this sum ""in restitution to the Development Fund for Iraq, in care of Ambassador Srood Najib."" (Source: US v. David Chalmers, et al, Case No. 1:05-cr-00059-DC (S.D.N.Y.), Order of Restitution filed March 25, 2008.). Please note that the restitution figure has been included only in the company entry so as to avoid double-counting."
https://star.worldbank.org/corruption-cases/printpdf/19907,Bayoil (USA) Inc. / David B. Chalmers,Iraq (UN Oil-for-Food),Criminal,Criminal Restitution,"Multiple counts of conspiracy to commit wire fraud, violations of sanctions","According to a press release by the United States Attorney for the Southern District of New USA), INC. Nassau, Bahamas (collectively, the ""BAYOIL COMPANIES""). CHALMERS and the BAYOIL COMPANIES each pleaded guilty today before United States District Judge DENNY CHIN to participating in a scheme to pay illegal surcharges to the former Government of Iraq in connection with the purchase of crude oil in the United Nations Oil-for-Food Program between mid-2000 and 2003. Judge CHIN also accepted earlier today the guilty plea of LUDMIL DIONISSIEV to related smuggling charges. DIONISSIEV worked with CHALMERS and the BAYOIL COMPANIES during the course of this scheme to purchase Iraqi oil. CHALMERS and the BAYOIL COMPANIES each pleaded guilty to participating in a conspiracy to commit wire fraud related to the payment of secret illegal surcharge payments to the former Government of Iraq."" (Source: United States Attorney for the Southern District of New York, ""U.S. Announces Four Guilty Pleas in Oil-for-Food Case,"" August 17, 2007.) According to the Restitution Order, on March 18, 2008, Mr. Chalmers and the Bayoil companies were ordered joint and severally liable for payment of restitution in the amount of $9,016,151.40 and the defendants were ordered to pay this sum ""in restitution to the Development Fund for Iraq, in care of Ambassador Srood Najib."" (Source: US v. David Chalmers, et al, Case No. 1:05-cr-00059-DC (S.D.N.Y.), Order of Restitution filed March 25, 2008.) Please note that the restitution figure has been included only in the company entry so as to avoid double-counting."
